State/UTs,Crime Heads,Below 18 Years,Between 18-30 Years,Between 30-45 Years,Between 45-60 Years,Above 60 Years,Total
ANDHRA PRADESH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,1,0,0,1
ARUNACHAL PRADESH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
ASSAM,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
BIHAR,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,5,126,3,0,134
CHHATTISGARH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,1,3,4,0,8
GOA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
GUJARAT,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,5,5,0,0,10
HARYANA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,24,23,11,0,58
HIMACHAL PRADESH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
JAMMU & KASHMIR,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
JHARKHAND,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,10,0,0,0,10
KARNATAKA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,1,0,0,1
KERALA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,1,2,0,3
MADHYA PRADESH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,7,0,0,0,7
MAHARASHTRA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,4,5,1,0,10
MANIPUR,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
MEGHALAYA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
MIZORAM,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
NAGALAND,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
ORISSA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
PUNJAB,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,2,0,0,2
RAJASTHAN,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,2,2,0,0,4
SIKKIM,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
TAMIL NADU,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,8,10,2,0,20
TRIPURA,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
UTTAR PRADESH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,61,31,8,0,100
UTTARAKHAND,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,1,2,0,0,3
WEST BENGAL,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,17,48,35,0,100
TOT (STATES),"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,145,260,66,0,471
A & N ISLANDS,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
CHANDIGARH,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
D & N HAVELI,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
DAMAN & DIU,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
DELHI,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
LAKSHADWEEP,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
PUDUCHERRY,"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
TOT (UTS),"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,0,0,0,0,0
TOT (ALL INDIA),"CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",0,145,260,66,0,471
ANDHRA PRADESH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,4,0,0,4
ARUNACHAL PRADESH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
ASSAM,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
BIHAR,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
CHHATTISGARH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
GOA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
GUJARAT,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,1,0,0,0,1
HARYANA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
HIMACHAL PRADESH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
JAMMU & KASHMIR,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
JHARKHAND,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
KARNATAKA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
KERALA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
MADHYA PRADESH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
MAHARASHTRA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,1,6,4,0,11
MANIPUR,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
MEGHALAYA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
MIZORAM,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
NAGALAND,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
ORISSA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
PUNJAB,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,2,1,0,3
RAJASTHAN,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,6,0,0,0,6
SIKKIM,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
TAMIL NADU,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,3,4,2,9
TRIPURA,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
UTTAR PRADESH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
UTTARAKHAND,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
WEST BENGAL,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
TOT (STATES),"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,8,15,9,2,34
A & N ISLANDS,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
CHANDIGARH,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
D & N HAVELI,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
DAMAN & DIU,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
DELHI,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
LAKSHADWEEP,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
PUDUCHERRY,"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
TOT (UTS),"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,0,0,0,0,0
TOT (ALL INDIA),"COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",0,8,15,9,2,34
ANDHRA PRADESH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,2,3,5,0,10
ARUNACHAL PRADESH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
ASSAM,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
BIHAR,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
CHHATTISGARH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
GOA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
GUJARAT,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
HARYANA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
HIMACHAL PRADESH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
JAMMU & KASHMIR,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
JHARKHAND,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
KARNATAKA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
KERALA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
MADHYA PRADESH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
MAHARASHTRA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
MANIPUR,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
MEGHALAYA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
MIZORAM,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
NAGALAND,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
ORISSA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
PUNJAB,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
RAJASTHAN,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
SIKKIM,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
TAMIL NADU,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
TRIPURA,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
UTTAR PRADESH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
UTTARAKHAND,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
WEST BENGAL,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
TOT (STATES),COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,2,3,5,0,10
A & N ISLANDS,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
CHANDIGARH,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
D & N HAVELI,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
DAMAN & DIU,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
DELHI,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
LAKSHADWEEP,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
PUDUCHERRY,COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
TOT (UTS),COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,0,0,0,0,0
TOT (ALL INDIA),COUNTERFEITING - TAMPERING (SECTION 489 IPC),0,2,3,5,0,10
ANDHRA PRADESH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
ARUNACHAL PRADESH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
ASSAM,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
BIHAR,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
CHHATTISGARH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
GOA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
GUJARAT,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,2,0,0,0,2
HARYANA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,2,3,0,0,5
HIMACHAL PRADESH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
JAMMU & KASHMIR,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
JHARKHAND,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
KARNATAKA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,3,3,0,2,8
KERALA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
MADHYA PRADESH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
MAHARASHTRA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
MANIPUR,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
MEGHALAYA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
MIZORAM,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
NAGALAND,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
ORISSA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
PUNJAB,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,1,2,0,3
RAJASTHAN,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
SIKKIM,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
TAMIL NADU,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
TRIPURA,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
UTTAR PRADESH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
UTTARAKHAND,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
WEST BENGAL,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,12,12,7,0,31
TOT (STATES),COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,19,19,9,2,49
A & N ISLANDS,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
CHANDIGARH,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
D & N HAVELI,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
DAMAN & DIU,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
DELHI,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
LAKSHADWEEP,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
PUDUCHERRY,COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
TOT (UTS),COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,0,0,0,0,0
TOT (ALL INDIA),COUNTERFEITING - CURRENCY OR STAMPS (SECTION 489A TO 489E IPC),0,19,19,9,2,49
ANDHRA PRADESH,CYBER-CRIME RELATED IPC SECTIONS,0,4,8,5,0,17
ARUNACHAL PRADESH,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
ASSAM,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
BIHAR,CYBER-CRIME RELATED IPC SECTIONS,0,7,196,4,0,207
CHHATTISGARH,CYBER-CRIME RELATED IPC SECTIONS,0,3,7,5,0,15
GOA,CYBER-CRIME RELATED IPC SECTIONS,0,0,1,0,0,1
GUJARAT,CYBER-CRIME RELATED IPC SECTIONS,0,8,6,0,0,14
HARYANA,CYBER-CRIME RELATED IPC SECTIONS,0,44,61,28,3,136
HIMACHAL PRADESH,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
JAMMU & KASHMIR,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
JHARKHAND,CYBER-CRIME RELATED IPC SECTIONS,0,13,0,0,0,13
KARNATAKA,CYBER-CRIME RELATED IPC SECTIONS,0,4,4,0,2,10
KERALA,CYBER-CRIME RELATED IPC SECTIONS,0,7,3,8,0,18
MADHYA PRADESH,CYBER-CRIME RELATED IPC SECTIONS,0,9,2,1,0,12
MAHARASHTRA,CYBER-CRIME RELATED IPC SECTIONS,0,64,93,19,1,177
MANIPUR,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
MEGHALAYA,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
MIZORAM,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
NAGALAND,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
ORISSA,CYBER-CRIME RELATED IPC SECTIONS,0,3,16,2,0,21
PUNJAB,CYBER-CRIME RELATED IPC SECTIONS,0,0,7,3,0,10
RAJASTHAN,CYBER-CRIME RELATED IPC SECTIONS,0,12,4,0,0,16
SIKKIM,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
TAMIL NADU,CYBER-CRIME RELATED IPC SECTIONS,0,24,22,6,2,54
TRIPURA,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
UTTAR PRADESH,CYBER-CRIME RELATED IPC SECTIONS,0,204,99,16,0,319
UTTARAKHAND,CYBER-CRIME RELATED IPC SECTIONS,0,1,2,0,0,3
WEST BENGAL,CYBER-CRIME RELATED IPC SECTIONS,0,39,67,45,0,151
TOT (STATES),CYBER-CRIME RELATED IPC SECTIONS,0,446,598,142,8,1194
A & N ISLANDS,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
CHANDIGARH,CYBER-CRIME RELATED IPC SECTIONS,0,2,0,0,0,2
D & N HAVELI,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
DAMAN & DIU,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
DELHI,CYBER-CRIME RELATED IPC SECTIONS,0,0,5,2,0,7
LAKSHADWEEP,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
PUDUCHERRY,CYBER-CRIME RELATED IPC SECTIONS,0,0,0,0,0,0
TOT (UTS),CYBER-CRIME RELATED IPC SECTIONS,0,2,5,2,0,9
TOT (ALL INDIA),CYBER-CRIME RELATED IPC SECTIONS,0,448,603,144,8,1203
