"STATE/UT","CRIME HEAD","YEAR","Below 18 Years","Between 18-30 Years","Between 30-45 Years","Between 45-60 Years","Above 60 Years","Total"
"CHANDIGARH","HACKING (SECTION 66(2) IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","HACKING (SECTION 66(2) IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","HACKING (SECTION 66(2) IT ACT)",2012,0,0,0,0,0,0
"DELHI","HACKING (SECTION 66(2) IT ACT)",2012,0,8,4,0,0,12
"LAKSHADWEEP","HACKING (SECTION 66(2) IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","HACKING (SECTION 66(2) IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","HACKING (SECTION 66(2) IT ACT)",2012,0,8,4,0,0,12
"TOTAL (ALL-INDIA)","HACKING (SECTION 66(2) IT ACT)",2012,2,98,35,2,0,137
"ANDHRA PRADESH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,10,1,4,0,15
"ARUNACHAL PRADESH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,1,0,0,1
"ASSAM","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,2,1,0,0,3
"CHHATTISGARH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,8,2,0,0,10
"GOA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,1,3,1,1,0,6
"GUJARAT","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,1,6,2,2,0,11
"HARYANA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,6,3,0,0,9
"HIMACHAL PRADESH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,2,15,1,2,0,20
"JAMMU & KASHMIR","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,4,3,0,0,7
"JHARKHAND","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,4,0,0,0,4
"KARNATAKA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,1,8,7,4,0,20
"KERALA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,14,52,30,4,0,100
"MADHYA PRADESH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,9,40,14,2,0,65
"MAHARASHTRA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,4,57,14,5,0,80
"MANIPUR","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,1,0,0,1
"PUNJAB","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,29,7,0,36
"RAJASTHAN","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,2,20,8,2,0,32
"SIKKIM","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,1,1,0,0,0,2
"TRIPURA","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,3,2,0,0,5
"UTTAR PRADESH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,24,17,0,0,41
"UTTARAKHAND","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,2,14,9,2,0,27
"TOTAL (STATES)","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,37,277,146,35,0,495
"A & N ISLANDS","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"DELHI","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,1,1,0,0,2
"LAKSHADWEEP","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,0,1,1,0,0,2
"TOTAL (ALL-INDIA)","OBSCENE PUBLICATION OR TRANSMISSION IN ELECTRONIC FORM (SECTION 67 IT ACT)",2012,37,278,147,35,0,497
"ANDHRA PRADESH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"ASSAM","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"BIHAR","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"GOA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,1,0,2,0,3
"HARYANA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,1,0,0,1
"KERALA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"MADHYA PRADESH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"MAHARASHTRA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"ORISSA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"UTTARAKHAND","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,1,1,2,0,4
"A & N ISLANDS","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"DELHI","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","FAILURE - OF COMPLIANCE OR ORDERS OF CERTIFYING AUTHORITY (SECTION 68    IT ACT)",2012,0,1,1,2,0,4
"ANDHRA PRADESH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"GOA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"KERALA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,1,0,0,0,1
"MADHYA PRADESH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,1,0,0,0,1
"MAHARASHTRA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"UTTARAKHAND","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,2,0,0,0,2
"A & N ISLANDS","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"DELHI","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,1,0,0,0,1
"LAKSHADWEEP","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,1,0,0,0,1
"TOTAL (ALL-INDIA)","FAILURE - TO ASSIST IN DECRYPTING THE INFORMATION INTERCEPTED BY GOVT AGENCY (SECTION 69 IT ACT)",2012,0,3,0,0,0,3
"ANDHRA PRADESH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"GOA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"KERALA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,1,0,0,0,1
"MADHYA PRADESH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"MAHARASHTRA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"UTTARAKHAND","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,1,0,0,0,1
"A & N ISLANDS","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"DELHI","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","UN-AUTHORISED ACCESS OR ATTEMPT TO ACCESS TO PROTECTED COMPUTER SYSTEM (SECTION 70 IT ACT)",2012,0,1,0,0,0,1
"ANDHRA PRADESH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"GOA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
